timestamp,day,month,year,time,open,close,high,low,volume
1705017600,12,1,2024,05:30:00,1849.05,1852.9,1874.9,1830.1,514602
1704931200,11,1,2024,05:30:00,1862.5,1845.0,1868.15,1840.0,393764
1704844800,10,1,2024,05:30:00,1874.3,1861.3,1879.95,1842.05,440176
1704758400,9,1,2024,05:30:00,1884.0,1874.3,1896.6,1856.4,388538
1704672000,8,1,2024,05:30:00,1898.7,1873.8,1917.2,1864.05,766849
1704412800,5,1,2024,05:30:00,1894.2,1888.65,1904.6,1873.85,668531
1704326400,4,1,2024,05:30:00,1852.0,1885.05,1908.75,1840.0,1259885
1704240000,3,1,2024,05:30:00,1819.1,1843.15,1848.0,1819.1,635356
1704153600,2,1,2024,05:30:00,1818.35,1819.1,1848.3,1808.0,556956
1704067200,1,1,2024,05:30:00,1825.0,1818.35,1838.75,1812.0,454570
