timestamp,day,month,year,time,open,close,high,low,volume
1709683200,6,3,2024,05:30:00,936.0,929.05,937.0,911.55,1888149
1709596800,5,3,2024,05:30:00,938.0,935.8,941.25,928.65,1167131
1709510400,4,3,2024,05:30:00,934.8,938.0,945.85,923.95,2010812
1709337600,2,3,2024,05:30:00,933.8,933.7,938.7,931.0,178102
1709251200,1,3,2024,05:30:00,934.0,929.3,938.05,927.0,1305118
1706140800,25,1,2024,05:30:00,975.55,970.3,989.95,959.0,6428039
1706054400,24,1,2024,05:30:00,941.5,970.6,977.0,909.1,8909650
1705968000,23,1,2024,05:30:00,1045.05,935.35,1046.9,926.65,15704924
1705708800,20,1,2024,05:30:00,997.85,1027.0,1049.0,994.0,20724020
1705622400,19,1,2024,05:30:00,935.0,983.8,988.8,934.05,14486659
1705536000,18,1,2024,05:30:00,935.1,927.25,944.0,870.3,6557942
1705449600,17,1,2024,05:30:00,944.9,934.7,950.5,932.0,3782327
1705363200,16,1,2024,05:30:00,970.0,949.65,971.5,935.15,5464749
1705276800,15,1,2024,05:30:00,961.0,967.4,976.45,951.05,6618736
1705017600,12,1,2024,05:30:00,945.6,951.2,962.0,941.35,6044161
1704931200,11,1,2024,05:30:00,949.0,940.3,951.8,938.0,6012001
1704844800,10,1,2024,05:30:00,920.0,941.7,944.5,907.4,8474409
1704758400,9,1,2024,05:30:00,925.0,918.8,926.7,912.0,4254653
1704672000,8,1,2024,05:30:00,914.2,916.55,929.0,905.85,9604429
1704412800,5,1,2024,05:30:00,905.0,905.9,923.45,894.05,9811302
1704326400,4,1,2024,05:30:00,903.9,901.55,912.0,895.25,4427039
1704240000,3,1,2024,05:30:00,886.3,899.25,910.0,886.2,6852189
1704153600,2,1,2024,05:30:00,895.7,886.2,903.3,866.8,5242381
1704067200,1,1,2024,05:30:00,892.0,891.85,916.85,888.0,9040913
1703808000,29,12,2023,05:30:00,866.0,887.5,895.0,859.05,10705182
1703721600,28,12,2023,05:30:00,873.95,864.15,875.0,862.05,3578585
1703635200,27,12,2023,05:30:00,874.8,867.5,884.7,858.95,5028695
1703548800,26,12,2023,05:30:00,865.0,869.8,883.9,859.0,6342848
1703203200,22,12,2023,05:30:00,875.0,860.9,886.9,853.9,10046698
1703116800,21,12,2023,05:30:00,807.0,868.25,874.5,801.9,25159581
1703030400,20,12,2023,05:30:00,886.7,815.15,890.0,805.25,17968498
1702944000,19,12,2023,05:30:00,881.2,882.1,916.5,852.2,37499776
1702857600,18,12,2023,05:30:00,784.85,879.15,889.35,779.1,36365109
1702598400,15,12,2023,05:30:00,797.0,780.85,797.0,778.65,2894186
1702512000,14,12,2023,05:30:00,799.95,791.05,799.95,785.5,5071262
1702425600,13,12,2023,05:30:00,774.4,777.95,781.55,763.8,2986173
1702339200,12,12,2023,05:30:00,766.4,770.6,786.4,763.35,7248708
1702252800,11,12,2023,05:30:00,750.95,762.1,766.55,750.0,3619579
1701993600,8,12,2023,05:30:00,762.45,749.55,769.85,739.2,4842223
1701907200,7,12,2023,05:30:00,742.75,757.8,762.25,732.0,7412553
1701820800,6,12,2023,05:30:00,719.4,740.5,749.9,716.6,10164743
1701734400,5,12,2023,05:30:00,724.75,715.1,728.95,709.05,2826160
1701648000,4,12,2023,05:30:00,708.0,720.85,724.0,706.0,4528427
1701388800,1,12,2023,05:30:00,710.0,701.3,710.0,700.0,1060638
