timestamp,day,month,year,time,open,close,high,low,volume
1709078400,28,2,2024,05:30:00,432.0,406.2,432.0,406.2,4426529
1708992000,27,2,2024,05:30:00,418.0,427.55,449.5,413.2,20736054
1708905600,26,2,2024,05:30:00,420.0,428.1,428.1,420.0,8475917
1708646400,23,2,2024,05:30:00,392.0,407.75,407.75,385.0,7919872
1708560000,22,2,2024,05:30:00,400.0,388.35,402.95,380.6,21147933
1708473600,21,2,2024,05:30:00,395.05,395.05,395.05,395.05,1021399
1708387200,20,2,2024,05:30:00,376.25,376.25,376.25,376.25,1009337
1708300800,19,2,2024,05:30:00,358.35,358.35,358.35,358.35,1205875
1708041600,16,2,2024,05:30:00,325.0,341.3,341.3,318.05,19113793
1707955200,15,2,2024,05:30:00,326.7,325.05,338.45,325.05,10324976
1707868800,14,2,2024,05:30:00,355.0,342.15,360.15,342.15,15657904
1707782400,13,2,2024,05:30:00,403.0,380.15,408.0,380.0,11455765
1707696000,12,2,2024,05:30:00,430.05,422.2,435.5,411.2,10958969
1707436800,9,2,2024,05:30:00,420.0,419.85,438.0,410.0,14918098
1707350400,8,2,2024,05:30:00,525.0,446.65,528.0,446.65,21240680
1707264000,7,2,2024,05:30:00,463.0,496.25,496.25,462.0,20273368
1707177600,6,2,2024,05:30:00,395.0,451.15,473.55,395.0,63835202
1707091200,5,2,2024,05:30:00,438.5,438.5,438.5,438.5,7385809
1706832000,2,2,2024,05:30:00,487.2,487.2,487.2,487.2,8816560
1706745600,1,2,2024,05:30:00,609.0,609.0,609.0,609.0,1319654
1706659200,31,1,2024,05:30:00,758.15,761.2,774.3,753.1,2932281
1706572800,30,1,2024,05:30:00,753.0,761.1,767.0,753.0,3415910
1706486400,29,1,2024,05:30:00,763.95,752.05,768.9,747.05,3108252
1706140800,25,1,2024,05:30:00,756.0,763.05,767.7,755.15,2297563
1706054400,24,1,2024,05:30:00,754.0,753.75,759.8,744.4,4201784
1705968000,23,1,2024,05:30:00,793.0,755.9,793.0,736.6,8164301
1705708800,20,1,2024,05:30:00,789.0,785.3,798.0,778.0,4613498
1705622400,19,1,2024,05:30:00,760.5,773.6,789.0,758.0,7874584
1705536000,18,1,2024,05:30:00,736.0,754.3,759.6,721.55,5994981
1705449600,17,1,2024,05:30:00,742.0,736.25,769.95,731.4,6597524
1705363200,16,1,2024,05:30:00,720.0,747.35,750.0,719.2,10245974
1705276800,15,1,2024,05:30:00,695.0,714.2,717.25,683.45,5295483
1705017600,12,1,2024,05:30:00,686.0,692.45,696.0,684.4,2490143
1704931200,11,1,2024,05:30:00,690.0,684.85,691.65,678.95,1810884
1704844800,10,1,2024,05:30:00,688.0,685.15,693.85,681.5,2210109
1704758400,9,1,2024,05:30:00,697.0,685.7,699.7,676.2,3520802
1704672000,8,1,2024,05:30:00,687.0,690.55,702.95,684.2,5801579
1704412800,5,1,2024,05:30:00,674.7,685.15,688.0,672.0,5866520
1704326400,4,1,2024,05:30:00,675.5,668.7,677.0,664.25,3098366
1704240000,3,1,2024,05:30:00,654.0,673.7,678.75,648.35,8321160
1704153600,2,1,2024,05:30:00,648.0,651.1,654.0,641.1,3129266
1704067200,1,1,2024,05:30:00,637.0,646.1,648.85,636.65,3043220
1703808000,29,12,2023,05:30:00,634.1,635.45,643.0,631.35,2488030
1703721600,28,12,2023,05:30:00,639.0,634.05,640.5,631.15,1809403
1703635200,27,12,2023,05:30:00,635.0,634.85,641.95,630.15,2095270
1703548800,26,12,2023,05:30:00,643.9,631.8,644.9,630.0,3785953
1703203200,22,12,2023,05:30:00,646.0,642.2,650.6,635.1,5075390
1703116800,21,12,2023,05:30:00,615.0,638.5,641.05,606.05,7428551
1703030400,20,12,2023,05:30:00,627.9,615.15,635.95,610.0,14409676
1702944000,19,12,2023,05:30:00,623.95,622.7,626.0,618.3,4880996
1702857600,18,12,2023,05:30:00,610.0,615.8,624.0,607.0,9516903
1702598400,15,12,2023,05:30:00,600.0,606.1,609.45,599.05,5549270
1702512000,14,12,2023,05:30:00,605.0,606.15,616.4,603.2,7805126
1702425600,13,12,2023,05:30:00,616.55,600.0,616.75,592.7,14813146
1702339200,12,12,2023,05:30:00,655.0,616.55,658.0,614.8,15726788
