timestamp,day,month,year,time,open,close,high,low,volume
1705017600,12,1,2024,05:30:00,1562.0,1612.75,1618.0,1555.4,26754401
1704931200,11,1,2024,05:30:00,1524.9,1494.2,1525.0,1486.6,11296088
1704844800,10,1,2024,05:30:00,1524.95,1519.9,1535.45,1505.0,4096845
1704758400,9,1,2024,05:30:00,1541.9,1529.3,1553.0,1525.85,4412074
1704672000,8,1,2024,05:30:00,1528.95,1522.8,1536.0,1513.25,4440136
1704412800,5,1,2024,05:30:00,1506.75,1532.55,1539.7,1506.25,8895403
1704326400,4,1,2024,05:30:00,1504.95,1512.7,1519.75,1492.9,7056038
1704240000,3,1,2024,05:30:00,1519.95,1490.0,1519.95,1488.0,7550363
1704153600,2,1,2024,05:30:00,1546.0,1534.4,1549.15,1523.0,5396313
1704067200,1,1,2024,05:30:00,1539.0,1551.35,1557.0,1535.25,2808451
1703808000,29,12,2023,05:30:00,1541.05,1542.9,1559.45,1540.0,4388990
1703721600,28,12,2023,05:30:00,1568.95,1562.65,1568.95,1555.0,5702253
1703635200,27,12,2023,05:30:00,1544.0,1567.1,1570.0,1544.0,4225849
1703548800,26,12,2023,05:30:00,1535.0,1543.95,1548.0,1523.0,6878067
1703203200,22,12,2023,05:30:00,1534.95,1562.9,1566.0,1523.0,6741060
1703116800,21,12,2023,05:30:00,1521.25,1536.0,1546.65,1521.25,5319038
1703030400,20,12,2023,05:30:00,1565.05,1536.4,1583.5,1530.0,6592367
1702944000,19,12,2023,05:30:00,1570.1,1558.3,1573.95,1543.25,4221721
1702857600,18,12,2023,05:30:00,1567.95,1564.35,1593.0,1560.3,6467243
1702598400,15,12,2023,05:30:00,1523.05,1578.4,1588.55,1521.0,18395389
1702512000,14,12,2023,05:30:00,1463.4,1501.45,1511.0,1461.35,12489858
1702425600,13,12,2023,05:30:00,1476.0,1449.0,1476.05,1433.15,8549258
1702339200,12,12,2023,05:30:00,1477.5,1476.05,1490.0,1467.65,6103494
1702252800,11,12,2023,05:30:00,1490.0,1488.5,1498.0,1482.0,3862018
1701993600,8,12,2023,05:30:00,1470.4,1491.15,1494.7,1466.25,6323433
1701907200,7,12,2023,05:30:00,1472.85,1465.9,1472.85,1461.8,4424453
1701820800,6,12,2023,05:30:00,1456.75,1474.3,1477.0,1451.05,5269178
1701734400,5,12,2023,05:30:00,1465.8,1453.95,1466.9,1442.0,5123039
1701648000,4,12,2023,05:30:00,1460.45,1464.35,1471.9,1449.3,5511948
1701388800,1,12,2023,05:30:00,1459.9,1452.3,1459.9,1446.15,3489187
1701302400,30,11,2023,05:30:00,1453.25,1455.15,1460.65,1449.55,10120867
1701216000,29,11,2023,05:30:00,1451.1,1459.6,1460.7,1449.8,3875778
1701129600,28,11,2023,05:30:00,1444.0,1442.7,1445.0,1427.05,3755373
1700784000,24,11,2023,05:30:00,1445.55,1437.4,1452.65,1433.85,2973195
1700697600,23,11,2023,05:30:00,1467.9,1449.25,1467.9,1447.7,3186928
1700611200,22,11,2023,05:30:00,1436.2,1457.8,1458.95,1436.2,3108786
1700524800,21,11,2023,05:30:00,1442.0,1439.0,1450.0,1436.75,3793135
1700438400,20,11,2023,05:30:00,1442.0,1436.6,1452.0,1433.65,3584210
1700179200,17,11,2023,05:30:00,1441.05,1437.55,1451.0,1435.05,4901251
1700092800,16,11,2023,05:30:00,1416.1,1444.9,1453.4,1410.6,6673907
1700006400,15,11,2023,05:30:00,1399.0,1410.5,1414.0,1393.0,8551860
1699833600,13,11,2023,05:30:00,1379.85,1373.55,1382.45,1370.85,3462092
1699747200,12,11,2023,05:30:00,1380.05,1388.2,1389.1,1380.05,572298
1699574400,10,11,2023,05:30:00,1369.95,1368.85,1373.15,1361.0,2943649
1699488000,9,11,2023,05:30:00,1395.9,1374.8,1397.5,1370.05,5498051
1699401600,8,11,2023,05:30:00,1405.0,1391.0,1405.0,1386.45,3550635
1699315200,7,11,2023,05:30:00,1400.0,1404.3,1405.9,1394.85,2272209
1699228800,6,11,2023,05:30:00,1393.9,1403.3,1407.25,1390.8,2736381
1698969600,3,11,2023,05:30:00,1380.05,1389.05,1392.0,1377.75,3349045
1698883200,2,11,2023,05:30:00,1370.0,1370.15,1376.3,1361.65,3758060
1698796800,1,11,2023,05:30:00,1373.05,1354.15,1377.45,1351.65,3090672
1698710400,31,10,2023,05:30:00,1379.95,1368.4,1381.15,1363.0,3451595
1698624000,30,10,2023,05:30:00,1380.35,1377.05,1380.35,1363.1,2667696
1698364800,27,10,2023,05:30:00,1363.65,1380.35,1385.0,1363.65,4634358
1698278400,26,10,2023,05:30:00,1355.05,1359.45,1374.0,1353.1,6357656
1698192000,25,10,2023,05:30:00,1399.0,1370.05,1402.55,1361.3,6940777
1698019200,23,10,2023,05:30:00,1425.6,1408.65,1432.35,1405.25,2636516
1697760000,20,10,2023,05:30:00,1430.0,1427.25,1438.5,1425.25,3928622
1697673600,19,10,2023,05:30:00,1426.1,1433.65,1439.65,1426.1,6795691
1697587200,18,10,2023,05:30:00,1442.0,1440.55,1454.0,1438.35,4264837
1697500800,17,10,2023,05:30:00,1440.25,1442.45,1453.35,1438.05,3923764
1697414400,16,10,2023,05:30:00,1432.1,1434.15,1443.6,1430.0,4850745
1697155200,13,10,2023,05:30:00,1405.0,1431.15,1438.0,1400.0,17973439
1697068800,12,10,2023,05:30:00,1491.9,1465.5,1504.4,1452.0,11081662
1696982400,11,10,2023,05:30:00,1497.0,1494.4,1518.25,1481.45,7220129
1696896000,10,10,2023,05:30:00,1483.9,1495.15,1497.0,1469.1,5688951
1696809600,9,10,2023,05:30:00,1464.9,1475.45,1491.0,1462.2,3567552
1696550400,6,10,2023,05:30:00,1469.5,1478.7,1484.5,1463.3,3598672
1696464000,5,10,2023,05:30:00,1452.0,1463.45,1475.65,1450.2,7384621
1696377600,4,10,2023,05:30:00,1425.0,1444.35,1449.95,1418.2,4510406
1696291200,3,10,2023,05:30:00,1436.05,1434.0,1437.0,1420.3,4181867
1695945600,29,9,2023,05:30:00,1432.1,1435.45,1446.8,1416.0,6068968
1695859200,28,9,2023,05:30:00,1467.9,1439.45,1472.6,1435.0,5814602
1695772800,27,9,2023,05:30:00,1456.0,1467.0,1469.6,1450.05,3863586
1695686400,26,9,2023,05:30:00,1479.15,1460.65,1479.9,1459.0,3996528
1695600000,25,9,2023,05:30:00,1489.85,1474.15,1489.85,1471.55,4217863
1695340800,22,9,2023,05:30:00,1491.9,1496.15,1506.95,1485.2,5455613
1695254400,21,9,2023,05:30:00,1486.55,1501.75,1504.55,1476.0,6779195
1695168000,20,9,2023,05:30:00,1476.2,1490.25,1495.1,1476.2,4169337
1694995200,18,9,2023,05:30:00,1504.9,1491.8,1504.9,1488.0,3991916
1694736000,15,9,2023,05:30:00,1518.0,1511.6,1518.4,1509.0,8657816
1694649600,14,9,2023,05:30:00,1505.0,1506.95,1512.55,1499.15,6444213
1694563200,13,9,2023,05:30:00,1505.0,1498.35,1505.0,1488.65,4804686
1694476800,12,9,2023,05:30:00,1482.5,1501.1,1504.0,1477.1,6793161
1694390400,11,9,2023,05:30:00,1469.6,1476.45,1478.05,1464.5,4182226
1694131200,8,9,2023,05:30:00,1463.5,1469.6,1474.75,1460.2,3125838
1694044800,7,9,2023,05:30:00,1470.6,1466.2,1473.4,1462.05,4411743
1693958400,6,9,2023,05:30:00,1481.9,1477.45,1482.9,1463.3,5075786
1693872000,5,9,2023,05:30:00,1465.0,1478.9,1480.05,1456.5,5496840
1693785600,4,9,2023,05:30:00,1443.0,1465.1,1470.0,1434.7,4609014
1693526400,1,9,2023,05:30:00,1430.95,1443.85,1446.0,1428.2,3582133
1693440000,31,8,2023,05:30:00,1435.15,1435.45,1444.9,1428.65,9792735
1693353600,30,8,2023,05:30:00,1427.0,1435.15,1436.65,1424.0,3070887
1693267200,29,8,2023,05:30:00,1424.0,1417.65,1424.4,1415.3,3074444
1693180800,28,8,2023,05:30:00,1420.1,1415.65,1424.8,1411.4,3133464
1692921600,25,8,2023,05:30:00,1413.0,1420.1,1422.5,1411.4,4307172
1692835200,24,8,2023,05:30:00,1421.5,1423.6,1425.05,1414.45,5171963
1692748800,23,8,2023,05:30:00,1416.0,1407.95,1416.6,1405.65,2559125
1692662400,22,8,2023,05:30:00,1404.7,1403.75,1406.05,1396.65,2890714
1692576000,21,8,2023,05:30:00,1389.75,1405.4,1407.0,1387.15,3032722
1692316800,18,8,2023,05:30:00,1403.7,1388.8,1408.7,1386.15,5134103
1692230400,17,8,2023,05:30:00,1420.0,1411.55,1420.0,1406.0,5618346
1692144000,16,8,2023,05:30:00,1410.8,1418.5,1419.95,1405.4,7735313
1691971200,14,8,2023,05:30:00,1371.85,1393.55,1395.0,1365.6,4304135
1691712000,11,8,2023,05:30:00,1392.0,1371.85,1396.85,1367.05,5783517
1691625600,10,8,2023,05:30:00,1391.6,1389.1,1395.8,1385.6,3873025
1691539200,9,8,2023,05:30:00,1384.0,1394.4,1396.0,1382.5,4090828
1691452800,8,8,2023,05:30:00,1392.85,1390.2,1393.55,1384.4,4161877
1691366400,7,8,2023,05:30:00,1387.9,1393.0,1395.0,1377.0,3729093
1691107200,4,8,2023,05:30:00,1368.9,1378.35,1385.9,1362.0,5712345
1691020800,3,8,2023,05:30:00,1350.0,1364.3,1366.55,1349.0,6503741
1690934400,2,8,2023,05:30:00,1369.3,1356.85,1371.95,1348.45,7419145
1690848000,1,8,2023,05:30:00,1362.0,1365.2,1369.0,1357.0,6064652
1690761600,31,7,2023,05:30:00,1348.75,1355.7,1357.5,1333.25,7902180
1690502400,28,7,2023,05:30:00,1353.85,1340.5,1363.85,1336.0,6122735
1690416000,27,7,2023,05:30:00,1358.6,1353.15,1363.8,1347.05,9191861
1690329600,26,7,2023,05:30:00,1343.0,1348.85,1350.0,1339.4,5528885
1690243200,25,7,2023,05:30:00,1337.0,1334.6,1342.85,1324.25,6801982
1690156800,24,7,2023,05:30:00,1341.0,1336.6,1349.9,1334.25,8859789
1689897600,21,7,2023,05:30:00,1320.2,1331.6,1350.0,1305.0,45548305
1689811200,20,7,2023,05:30:00,1471.0,1449.5,1471.0,1440.7,8347221
1689724800,19,7,2023,05:30:00,1486.0,1474.95,1498.8,1460.7,13687062
1689638400,18,7,2023,05:30:00,1434.0,1475.2,1477.95,1429.0,16743977
1689552000,17,7,2023,05:30:00,1425.95,1422.95,1458.95,1414.3,11569884
1689292800,14,7,2023,05:30:00,1380.65,1425.95,1430.0,1380.65,12833381
1689206400,13,7,2023,05:30:00,1334.9,1365.1,1376.8,1330.85,9977644
1689120000,12,7,2023,05:30:00,1351.0,1333.3,1351.9,1327.0,8102770
1689033600,11,7,2023,05:30:00,1333.45,1348.6,1350.9,1327.0,6126128
1688947200,10,7,2023,05:30:00,1336.55,1329.15,1341.9,1319.3,3940315
1688688000,7,7,2023,05:30:00,1334.0,1330.2,1345.8,1325.35,6295647
1688601600,6,7,2023,05:30:00,1342.55,1343.9,1347.45,1337.15,5963897
1688515200,5,7,2023,05:30:00,1357.85,1347.3,1357.95,1341.0,5414936
1688428800,4,7,2023,05:30:00,1344.3,1345.15,1346.0,1331.4,5797775
1688342400,3,7,2023,05:30:00,1330.0,1333.7,1346.0,1328.45,7732412
1688083200,30,6,2023,05:30:00,1308.2,1335.5,1338.9,1304.45,12821692
1687910400,28,6,2023,05:30:00,1290.0,1293.35,1296.7,1281.4,5662358
1687824000,27,6,2023,05:30:00,1280.0,1279.15,1282.0,1274.2,3240024
1687737600,26,6,2023,05:30:00,1270.25,1270.35,1274.0,1262.25,3403244
1687478400,23,6,2023,05:30:00,1276.45,1265.0,1279.35,1263.35,7239467
1687392000,22,6,2023,05:30:00,1289.4,1281.55,1289.4,1273.5,6676607
1687305600,21,6,2023,05:30:00,1299.95,1299.35,1303.8,1295.0,4041529
1687219200,20,6,2023,05:30:00,1294.0,1303.4,1305.0,1291.1,4009180
1687132800,19,6,2023,05:30:00,1294.0,1294.0,1299.5,1287.05,4451787
1686873600,16,6,2023,05:30:00,1287.0,1291.65,1301.5,1281.05,8536287
1686787200,15,6,2023,05:30:00,1293.95,1286.8,1293.95,1282.65,6161155
1686700800,14,6,2023,05:30:00,1306.35,1300.4,1306.7,1293.2,3457981
1686614400,13,6,2023,05:30:00,1299.9,1304.85,1306.5,1297.05,4846587
1686528000,12,6,2023,05:30:00,1273.5,1291.95,1295.7,1273.0,4785588
1686268800,9,6,2023,05:30:00,1282.5,1265.95,1282.5,1264.0,5339073
1686182400,8,6,2023,05:30:00,1286.2,1282.8,1292.0,1281.1,5034942
1686096000,7,6,2023,05:30:00,1290.5,1288.95,1294.0,1282.5,5397578
1686009600,6,6,2023,05:30:00,1288.6,1279.0,1288.6,1273.0,10008100
1685923200,5,6,2023,05:30:00,1304.0,1304.5,1309.45,1297.3,5002553
1685664000,2,6,2023,05:30:00,1309.0,1299.0,1312.9,1296.05,10909311
1685577600,1,6,2023,05:30:00,1322.55,1319.5,1329.5,1318.1,4277841
1685491200,31,5,2023,05:30:00,1319.85,1318.3,1331.1,1314.15,17800782
